Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio,Ent. Value,MC Group,Sector,Change 1W,Change 1M,Change 6M,Change 3M,Change YTD,Change 1Y,Change 5Y
ARKR,Ark Restaurants Corp.,49016576,12.98,-4.56%,Restaurants,455,,134551576,Nano-Cap,Consumer Discretionary,-2.16%,20.46%,0.74%,16.64%,23.64%,-9.33%,-40.25%
BDL,"Flanigan's Enterprises, Inc.",45536925,24.74,-1.00%,Restaurants,282,13.54,74360925,Nano-Cap,Consumer Discretionary,1.81%,0.41%,-7.17%,-5.10%,-2.02%,-9.38%,11.19%
MPU,Mega Matrix Inc.,54634635,1.30,-3.70%,Entertainment,72306,,42349535,Nano-Cap,Communication Services,0.75%,-22.86%,,-2.88%,-2.88%,,
AGAE,Allied Gaming & Entertainment Inc.,44106000,0.95,3.66%,Entertainment,5804,,-4804677,Nano-Cap,Communication Services,4.96%,30.14%,-30.15%,-29.10%,19.87%,-13.64%,-69.75%
RDIB,"Reading International, Inc.",39724039,6.48,2.78%,Entertainment,939,,425882039,Nano-Cap,Communication Services,-1.41%,-7.49%,-55.00%,-6.67%,-25.88%,-53.68%,-73.65%
RAVE,"Rave Restaurant Group, Inc.",39719849,2.70,2.23%,Restaurants,4805,15.00,32067849,Nano-Cap,Consumer Discretionary,3.44%,1.12%,43.61%,-9.70%,4.65%,32.35%,64.63%
KORE,"KORE Group Holdings, Inc.",38098816,2.17,-3.07%,Telecom Services,28667,,327042816,Nano-Cap,Communication Services,13.13%,68.42%,56.64%,2.75%,-30.43%,-54.29%,
CHSN,Chanson International Holding,134855085,1.60,-74.60%,Restaurants,2470550,,145214212,Micro-Cap,Consumer Discretionary,11.11%,11.50%,229.84%,-48.53%,23.29%,452.63%,
RDI,"Reading International, Inc.",40446463,1.50,4.90%,Entertainment,12848,,435305463,Nano-Cap,Communication Services,0.70%,10.00%,,-10.62%,8.33%,-27.41%,-86.92%
GTIM,Good Times Restaurants Inc.,26218680,2.46,-2.38%,Restaurants,6217,16.40,66794680,Nano-Cap,Consumer Discretionary,1.65%,-1.99%,-3.91%,-14.58%,-5.02%,-2.77%,45.56%
TOON,Kartoon Studios Inc.,22918506,0.51,-2.84%,Entertainment,91471,,31249506,Nano-Cap,Communication Services,-0.19%,-8.33%,-50.41%,-32.55%,-11.75%,-54.72%,-84.22%
KUKE,Kuke Music Holding Limited,21327644,0.44,6.10%,Entertainment,40512,,26476731,Nano-Cap,Communication Services,-15.04%,17.14%,-66.94%,-38.94%,3.82%,-60.50%,
PNST,Pinstripes Holdings Inc.,16596343,0.38,-8.21%,Restaurants,18392,,209673343,Nano-Cap,Consumer Discretionary,12.44%,-15.54%,-82.48%,-44.49%,-0.23%,-91.16%,
CPOP,"Pop Culture Group Co., Ltd",4372334,1.09,-0.91%,Entertainment,3900,,10232469,Nano-Cap,Communication Services,1.83%,9.90%,-26.00%,-12.60%,-5.13%,6.73%,
PETZ,"TDH Holdings, Inc.",12387960,1.16,-1.69%,Restaurants,3309,,-9983110,Nano-Cap,Consumer Discretionary,5.21%,7.83%,-9.03%,-2.43%,-3.21%,15.23%,-95.89%
BTBD,"BT Brands, Inc.",9724458,1.58,-1.25%,Restaurants,1036,,8838689,Nano-Cap,Consumer Discretionary,-5.95%,10.49%,7.48%,-4.24%,9.72%,-30.09%,
BREA,Brera Holdings PLC,7645600,0.70,-5.62%,Entertainment,53109,,8265141,Nano-Cap,Communication Services,-3.80%,-2.56%,11.85%,-37.19%,-7.65%,-41.09%,
HOFV,Hall of Fame Resort & Entertainment Company,8392755,1.24,-0.80%,Entertainment,3835,,314774329,Nano-Cap,Communication Services,-0.79%,11.61%,-56.45%,-30.56%,-3.85%,-65.75%,
BLMZ,BloomZ Inc.,6298576,0.49,4.14%,Entertainment,105893,,6393550,Nano-Cap,Communication Services,-6.27%,-4.48%,,-51.25%,-18.15%,,
REBN,"Reborn Coffee, Inc.",6204797,1.67,10.63%,Restaurants,164164,,11719682,Nano-Cap,Consumer Discretionary,10.22%,14.39%,-73.42%,-38.11%,-9.04%,-48.95%,
YOSH,Yoshiharu Global Co.,4699048,3.33,-0.88%,Restaurants,4121,,17004922,Nano-Cap,Consumer Discretionary,2.34%,3.25%,-21.70%,-26.98%,6.71%,-25.21%,
ADD,"Color Star Technology Co., Ltd.",903956,1.80,8.43%,Entertainment,1497444,,1962199,Nano-Cap,Communication Services,1.12%,-21.74%,-90.82%,-90.77%,-24.05%,-94.60%,-99.96%
